Date,ETH,BTC,BIV,BSV,VB,VV,VXUS
11/3/2020,388.32,14035.8,92.55,82.72,163.48,156.75,52.68
11/4/2020,403.18,14161.4,93.3,82.85,164.53,160.56,53.5
11/5/2020,417.12,15608.2,93.32,82.84,168.71,163.77,54.66
11/6/2020,456.66,15599.9,93.16,82.81,167.57,163.86,54.83
11/7/2020,435.85,14834,N/A,N/A,N/A,N/A,N/A
11/8/2020,454.98,15502.9,N/A,N/A,N/A,N/A,N/A
11/9/2020,444.44,15317.6,92.76,82.71,172.59,165.28,55.98
11/10/2020,450.57,15315,92.62,82.67,174.22,164.76,56.16
11/11/2020,463.88,15701.3,92.65,82.73,174.39,166.16,56.55
11/12/2020,462.36,16276.6,93.02,82.77,171.85,164.78,55.79
11/13/2020,477.48,16333.8,93.03,82.78,175.31,166.7,56.57
11/14/2020,461.16,16082,N/A,N/A,N/A,N/A,N/A
11/15/2020,449.04,15979.5,N/A,N/A,N/A,N/A,N/A
11/16/2020,461.74,16743,93.07,82.8,178.92,168.73,57.28
11/17/2020,482.56,17686.6,93.24,82.82,179.58,168.22,57.28
11/18/2020,480,17845.5,93.23,82.8,177.33,166.34,57.01
11/19/2020,471.97,17842,93.33,82.82,179.07,167.17,57.34
11/20/2020,510.43,18656,93.44,82.84,179.04,166.23,57.52
11/21/2020,551.21,18718.8,N/A,N/A,N/A,N/A,N/A
11/22/2020,557.05,18426.2,N/A,N/A,N/A,N/A,N/A
11/23/2020,609.58,18398.9,93.32,82.84,181.96,167.25,57.6
11/24/2020,602.9,19129.3,93.27,82.86,184.78,169.95,58.45
11/25/2020,571.02,18769.4,93.34,82.86,184.02,169.98,58.25
11/26/2020,520.23,17076,N/A,N/A,N/A,N/A,N/A
11/27/2020,519.07,17153.9,N/A,N/A,N/A,N/A,N/A
11/28/2020,537.74,17723.5,N/A,N/A,N/A,N/A,N/A
11/29/2020,575.38,18190,N/A,N/A,N/A,N/A,N/A
11/30/2020,613.33,19684,93.62,82.91,181.9,169.49,57.4
12/1/2020,589.88,18870.8,93.16,82.75,183.65,171.5,58.7
12/2/2020,598.45,19204.6,93.05,82.73,183.6,171.78,58.74
12/3/2020,617.33,19465.1,93.21,82.81,185.11,171.86,59.01
12/4/2020,571.7,18739.5,93.03,82.8,188.57,173.45,59.55
12/5/2020,595.85,19135.9,N/A,N/A,N/A,N/A,N/A
12/6/2020,601.58,19348.4,N/A,N/A,N/A,N/A,N/A
12/7/2020,591.92,19202.1,93.17,82.82,188.09,173.25,59.25
12/8/2020,553.95,18319.7,93.21,82.82,189.73,173.86,59.4
12/9/2020,573.54,18559.9,92.97,82.77,188.64,172,59.33
12/10/2020,559.99,18279,93.2,82.85,190.23,172.15,59.59
12/11/2020,544.24,18056.7,93.34,82.9,189.63,171.93,59.3
12/12/2020,568.56,18811.5,N/A,N/A,N/A,N/A,N/A
12/13/2020,590.4,19168.5,N/A,N/A,N/A,N/A,N/A
12/14/2020,586.51,19272.3,93.38,82.87,189.34,171.39,59.31
12/15/2020,589.4,19452.5,93.37,82.89,193.07,173.6,59.95
12/16/2020,637.92,21359.6,93.34,82.89,192.68,173.81,60.1
12/17/2020,643.54,22826.4,93.37,82.89,194.7,175.04,60.52
12/18/2020,654.66,23140.3,93.36,82.91,193.84,174.68,60.28
12/19/2020,659.02,23874.5,N/A,N/A,N/A,N/A,N/A
12/20/2020,638.4,23530,N/A,N/A,N/A,N/A,N/A
12/21/2020,611.02,22729.4,93.31,82.89,193.85,174.18,58.95
12/22/2020,635.75,23825.9,93.45,82.91,195.48,173.99,58.78
12/23/2020,584.15,23224.3,92.62,82.83,196.91,173.97,59.33
12/24/2020,612.24,23719.4,N/A,N/A,N/A,N/A,N/A
12/25/2020,626.75,24703.3,N/A,N/A,N/A,N/A,N/A
12/26/2020,636.04,26475.3,N/A,N/A,N/A,N/A,N/A
12/27/2020,684.12,26258.6,N/A,N/A,N/A,N/A,N/A
12/28/2020,729.74,27038,92.7,82.84,194.92,174.93,59.72
12/29/2020,731.76,27394.4,92.81,82.86,192.79,174.74,60.22
12/30/2020,753.43,28897.4,92.85,82.86,194.81,174.96,60.55
12/31/2020,738.42,28990,92.85,82.9,194.68,175.74,60.16
1/1/2021,730.99,29388.3,N/A,N/A,N/A,N/A,N/A
1/2/2021,775.3,32149.9,N/A,N/A,N/A,N/A,N/A
1/3/2021,980.44,33086.2,N/A,N/A,N/A,N/A,N/A
1/4/2021,1042.41,32023.9,92.83,82.89,191.53,173.39,60.52
1/5/2021,1102.88,34085.6,92.7,82.85,194.27,174.58,61.4
1/6/2021,1204.13,36825,92.29,82.77,200.53,175.31,61.73
1/7/2021,1228.18,39505.5,92.17,82.76,203.84,178.09,61.99
1/8/2021,1217.5,40675.8,91.98,82.72,203.76,179.26,62.78
1/9/2021,1281.58,40257.4,N/A,N/A,N/A,N/A,N/A
1/10/2021,1263.25,38171.5,N/A,N/A,N/A,N/A,N/A
1/11/2021,1093.75,35481.7,91.79,82.72,203.76,178.11,61.95
1/12/2021,1050.09,34039,91.82,82.73,206.8,178.14,62.27
1/13/2021,1130.46,37369,92.09,82.78,205.56,178.58,62.26
1/14/2021,1218.55,39133.1,92.03,82.77,208.14,177.97,62.81
1/15/2021,1168.09,36760,92.1,82.76,205.36,176.69,61.85
1/16/2021,1234.57,36200.6,N/A,N/A,N/A,N/A,N/A
1/17/2021,1233.9,35824.3,N/A,N/A,N/A,N/A,N/A
1/18/2021,1258.48,36700,N/A,N/A,N/A,N/A,N/A
1/19/2021,1368.04,35922.7,92.14,82.79,207.73,178.06,62.47
1/20/2021,1387.96,35497.3,92.16,82.8,208.99,180.49,63.15
1/21/2021,1116.41,30854.7,92.1,82.83,207.43,180.7,63.23
1/22/2021,1233.59,32983.5,92.1,82.79,208.35,180.16,62.8
1/23/2021,1234.55,32114.2,N/A,N/A,N/A,N/A,N/A
1/24/2021,1393.47,32288.5,N/A,N/A,N/A,N/A,N/A
1/25/2021,1318.45,32277.4,92.3,82.85,207.65,180.87,62.89
1/26/2021,1353.84,32597.3,92.34,82.83,205.77,180.33,62.77
1/27/2021,1241.03,30417.7,92.41,82.85,200.98,175.76,61.31
1/28/2021,1332.14,33488.8,92.25,82.81,202.26,177.54,61.74
1/29/2021,1379.87,34190.5,92.17,82.85,198.59,174.25,60.31
1/30/2021,1379.42,34361.5,N/A,N/A,N/A,N/A,N/A
1/31/2021,1317.58,33224.6,N/A,N/A,N/A,N/A,N/A
2/1/2021,1374.85,33533.1,92.09,82.76,202.84,176.9,61.4
2/2/2021,1513.8,35512.6,91.95,82.75,205.64,179.74,62.14
2/3/2021,1666,37552.5,91.87,82.72,206.21,179.81,62.37
2/4/2021,1598.27,37000.2,91.93,82.73,209.53,181.95,62.43
2/5/2021,1720.01,38311.4,91.84,82.74,211.94,182.81,62.86
2/6/2021,1679.77,39267.8,N/A,N/A,N/A,N/A,N/A
2/7/2021,1615.87,38871.4,N/A,N/A,N/A,N/A,N/A
2/8/2021,1752.98,46375.9,91.83,82.74,215.74,184.14,63.25
2/9/2021,1771.44,46517.4,91.87,82.75,216.29,184.09,63.68
2/10/2021,1743.76,44850,92.04,82.77,215.9,184.06,63.6
2/11/2021,1787.77,47997.9,91.98,82.78,216.77,184.36,64.08
2/12/2021,1845,47431.2,91.75,82.75,217.9,185.4,64.39
2/13/2021,1818.01,47239.8,N/A,N/A,N/A,N/A,N/A
2/14/2021,1803.75,48680.6,N/A,N/A,N/A,N/A,N/A
2/15/2021,1779.61,47936.3,N/A,N/A,N/A,N/A,N/A
2/16/2021,1783.39,49158.7,91.2,82.68,216.62,185.17,64.68
2/17/2021,1852,52173.5,91.36,82.7,215.48,184.98,64.4
2/18/2021,1938.92,51601.7,91.32,82.71,212.64,184.35,63.86
2/19/2021,1960.57,55971.5,90.99,82.66,216.42,183.95,64.22
2/20/2021,1915.46,56104.9,N/A,N/A,N/A,N/A,N/A
2/21/2021,1935.57,57489.1,N/A,N/A,N/A,N/A,N/A
2/22/2021,1778.7,54141.9,90.82,82.63,214.68,182.31,63.54
2/23/2021,1577.83,48899.9,90.91,82.65,213.91,182.38,63.7
2/24/2021,1625.2,49737.8,90.87,82.63,218.14,184.11,63.72
2/25/2021,1473,47135.4,89.67,82.31,211.02,179.63,62.57
2/26/2021,1445.18,46320.7,90.32,82.43,210.84,178.78,61.7
2/27/2021,1462.63,46189.9,N/A,N/A,N/A,N/A,N/A
2/28/2021,1422.02,45260.1,N/A,N/A,N/A,N/A,N/A
3/1/2021,1569.09,49593.8,90.29,82.41,217.07,183.22,63.05
3/2/2021,1489.57,48513,90.35,82.45,213.59,181.62,62.8
3/3/2021,1576.31,50368.2,89.91,82.36,211,178.85,62.5
3/4/2021,1539.56,48533,89.53,82.27,206.13,176.48,61.7
3/5/2021,1529.09,48879.2,89.39,82.25,209.96,179.67,62.16
3/6/2021,1650.54,48909.8,N/A,N/A,N/A,N/A,N/A
3/7/2021,1728.94,50941.2,N/A,N/A,N/A,N/A,N/A
3/8/2021,1834.58,52304.2,88.82,82.08,210.27,178.57,61.51
3/9/2021,1871.99,54916.3,89.24,82.14,213,181.32,62.46
3/10/2021,1798.15,55972.8,89.41,82.2,215.48,182.4,62.63
3/11/2021,1826.02,57797,89.46,82.26,219.82,184.64,63.51
3/12/2021,1768.86,57271.2,88.95,82.18,221.23,184.76,63.31
3/13/2021,1924.4,61283.8,N/A,N/A,N/A,N/A,N/A
3/14/2021,1860.49,59423,N/A,N/A,N/A,N/A,N/A
3/15/2021,1786.9,55743.9,89.03,82.2,223.48,185.98,63.44
3/16/2021,1805.84,56919.2,89.11,82.23,220.44,185.63,63.59
3/17/2021,1824.74,58927.5,89.12,82.29,221.84,186.2,63.85
3/18/2021,1776.4,57644.9,88.65,82.2,216.18,183.29,63.1
3/19/2021,1807.31,58050.6,88.61,82.18,217.39,183.13,63.42
3/20/2021,1806.72,58126.1,N/A,N/A,N/A,N/A,N/A
3/21/2021,1785.88,57465.1,N/A,N/A,N/A,N/A,N/A
3/22/2021,1681.67,54100,88.82,82.2,216.25,184.53,63.26
3/23/2021,1668.09,54582.7,89.11,82.27,210.07,183.07,62.3
3/24/2021,1581.76,52267,89.12,82.27,206.87,181.83,61.63
3/25/2021,1587.08,51325,89.18,82.31,210.35,182.18,62.03
3/26/2021,1700.1,55072.4,88.92,82.26,214.12,185.03,63.05
3/27/2021,1713.88,55880.1,N/A,N/A,N/A,N/A,N/A
3/28/2021,1686.92,55778.8,N/A,N/A,N/A,N/A,N/A
3/29/2021,1815.73,57613.1,88.73,82.23,209.98,184.83,62.7
3/30/2021,1841.16,58786.4,88.72,82.2,212.57,184.35,62.72
3/31/2021,1913.84,58800,88.73,82.19,214.08,185.3,62.7
4/1/2021,1968.38,58726.4,88.54,82.12,217.38,187.36,63.55
4/2/2021,2132.83,58978.5,N/A,N/A,N/A,N/A,N/A
4/3/2021,2009.25,57094.3,N/A,N/A,N/A,N/A,N/A
4/4/2021,2076.36,58200.2,N/A,N/A,N/A,N/A,N/A
4/5/2021,2100.25,59123,88.27,82.08,218.22,190.02,64.25
4/6/2021,2115.25,58014.5,88.64,82.18,218.51,189.95,63.88
4/7/2021,1972.4,55955.7,88.67,82.21,216.09,190.22,63.73
4/8/2021,2081.29,58019.8,88.93,82.25,217.44,191.33,64.13
4/9/2021,2066.03,58092.6,88.79,82.19,217.96,192.73,64.12
4/10/2021,2132.92,59778.6,N/A,N/A,N/A,N/A,N/A
4/11/2021,2150.54,59989.2,N/A,N/A,N/A,N/A,N/A
4/12/2021,2141.08,59886.1,88.72,82.16,218.2,192.57,63.74
4/13/2021,2300.02,63588.2,89.01,82.23,218.13,193.5,64.11
4/14/2021,2432.54,62624.5,88.94,82.22,219.41,192.66,64.28
4/15/2021,2516.11,63237,89.36,82.29,220.67,194.92,64.72
4/16/2021,2426.64,61427.2,89.1,82.26,221.61,195.46,65.15
4/17/2021,2324.73,60141.1,N/A,N/A,N/A,N/A,N/A
4/18/2021,2243.34,56274.4,N/A,N/A,N/A,N/A,N/A
4/19/2021,2163.82,55670.9,89.03,82.26,219.37,194.36,64.95
4/20/2021,2328.54,56423,89.25,82.29,215.85,192.84,64.05
4/21/2021,2357.73,53808.7,89.3,82.29,220.16,194.71,64.66
4/22/2021,2399.98,51701.5,89.34,82.32,219.21,192.9,64.39
4/23/2021,2365.17,51076,89.28,82.31,222.96,195.2,65.12
4/24/2021,2211.31,50046.4,N/A,N/A,N/A,N/A,N/A
4/25/2021,2308.32,49059.5,N/A,N/A,N/A,N/A,N/A
4/26/2021,2533.96,54017.2,89.26,82.29,225.24,195.63,65.2
4/27/2021,2655.63,55046.7,89.02,82.26,225.4,195.66,65.1
4/28/2021,2751.22,54894,89.08,82.29,225.69,195.41,65.37
4/29/2021,2758.92,53583.6,89.04,82.29,225.43,196.57,65.36
4/30/2021,2775.48,57885.2,89.1,82.31,222.49,195.26,64.44
5/1/2021,2948.92,57858.2,N/A,N/A,N/A,N/A,N/A
5/2/2021,2952.39,56625.1,N/A,N/A,N/A,N/A,N/A
5/3/2021,3433.99,57197.5,89.05,82.24,223.03,195.42,64.99
5/4/2021,3240.74,53241.9,89.17,82.25,221.27,193.99,64.15
5/5/2021,3530,57515.6,89.28,82.32,220.86,193.85,64.81
5/6/2021,3497.13,56444.5,89.35,82.3,221.1,195.12,65.31
5/7/2021,3490,57392.4,89.43,82.36,223.56,196.68,66.08
5/8/2021,3917.5,58958,N/A,N/A,N/A,N/A,N/A
5/9/2021,3922.36,58238.4,N/A,N/A,N/A,N/A,N/A
5/10/2021,3949.21,55804.8,89.26,82.33,219.85,194.78,65.54
5/11/2021,4179.81,56755.9,89.15,82.29,218.43,193.14,64.83
5/12/2021,3826.64,49498.7,88.75,82.23,211.77,188.82,63.56
5/13/2021,3727.31,49694.4,89.04,82.29,214.8,190.95,63.9
5/14/2021,4080.51,49961.6,89.16,82.31,219.7,194.04,64.97
5/15/2021,3649.36,46795.7,N/A,N/A,N/A,N/A,N/A
5/16/2021,3585.66,46450.7,N/A,N/A,N/A,N/A,N/A
5/17/2021,3283.32,43580.5,89.14,82.3,219.39,193.51,64.87
5/18/2021,3376.88,42857.1,89.13,82.32,217.73,192,65.26
5/19/2021,2458.54,36941,88.9,82.28,216.27,191.43,64.8
5/20/2021,2775.07,40623.2,89.22,82.34,217.59,193.76,65.5
5/21/2021,2418.64,37340.7,89.25,82.34,217.86,193.63,65.32
5/22/2021,2300.01,37596.1,N/A,N/A,N/A,N/A,N/A
5/23/2021,2114.38,34742.5,N/A,N/A,N/A,N/A,N/A
5/24/2021,2651.24,38878.5,89.3,82.36,219.46,195.62,65.79
5/25/2021,2684.47,38200,89.61,82.4,217.92,195.25,65.97
5/26/2021,2889.84,39293.2,89.5,82.39,220.67,195.73,66.12
5/27/2021,2743.13,38556.8,89.39,82.36,222.63,195.73,66.27
5/28/2021,2422.52,35670.5,89.45,82.4,222.58,196.18,66.42
5/29/2021,2280.53,34618.7,N/A,N/A,N/A,N/A,N/A
5/30/2021,2388.46,35646.4,N/A,N/A,N/A,N/A,N/A
5/31/2021,2706.58,37271.8,N/A,N/A,N/A,N/A,N/A
6/1/2021,2634.42,36685,89.3,82.3,224.56,195.99,67.05
6/2/2021,2706.32,37581.8,89.42,82.32,224.77,196.28,67.2
6/3/2021,2856.68,39244.9,89.13,82.24,223.04,195.43,66.69
6/4/2021,2688.89,36952.8,89.55,82.33,224.11,197.24,67.33
6/5/2021,2621.04,35530.6,N/A,N/A,N/A,N/A,N/A
6/6/2021,2710.97,35800.4,N/A,N/A,N/A,N/A,N/A
6/7/2021,2592.46,33583.3,89.49,82.32,225.6,197.19,67.38
6/8/2021,2510.26,33416.6,89.72,82.35,228.05,197.26,67.27
6/9/2021,2611,37373,89.92,82.37,226.54,196.96,67.04
6/10/2021,2471.58,36694,90.15,82.43,225.88,197.89,67.34
6/11/2021,2355.27,37349.9,90.12,82.39,227.78,198.43,67.42
6/12/2021,2372.91,35517.3,N/A,N/A,N/A,N/A,N/A
6/13/2021,2508.63,39015.2,N/A,N/A,N/A,N/A,N/A
6/14/2021,2582.69,40530.6,89.88,82.35,226.74,198.91,67.5
6/15/2021,2549.32,40242.3,89.93,82.34,225.9,198.38,67.44
6/16/2021,2368.46,38351,89.36,82.16,225.24,197.38,66.86
6/17/2021,2373.33,38094.7,89.61,82.13,222.39,197.6,66.55
6/18/2021,2229.57,35767.7,89.93,82.1,218.33,195.15,65.49
6/19/2021,2164.71,35484.7,N/A,N/A,N/A,N/A,N/A
6/20/2021,2239.61,35631,N/A,N/A,N/A,N/A,N/A
6/21/2021,1885.67,31608.1,89.71,82.1,223.04,197.72,65.73
6/22/2021,1861.77,32538.3,89.86,82.17,223.69,198.82,65.72
6/23/2021,1968.34,33674.2,89.72,82.12,224.15,198.71,65.52
6/24/2021,1988.81,34654.5,89.78,82.11,226.02,199.35,66.11
6/25/2021,1819.55,31596.6,89.64,82.09,227.35,200,66.41
6/26/2021,1829.17,32275.1,N/A,N/A,N/A,N/A,N/A
6/27/2021,1984.71,34709.2,N/A,N/A,N/A,N/A,N/A
6/28/2021,2083.79,34493.2,89.83,82.13,225.69,200.57,66.14
6/29/2021,2166.17,35904.2,89.94,82.15,225.37,200.71,66.12
6/30/2021,2272.98,35069.6,89.96,82.16,225.28,200.75,65.68
7/1/2021,2116.1,33524.5,89.79,82.06,226.86,201.7,65.74
7/2/2021,2156,33805,90.02,82.12,225.89,203.18,65.83
7/3/2021,2227.01,34682.1,N/A,N/A,N/A,N/A,N/A
7/4/2021,2323.15,35312.8,N/A,N/A,N/A,N/A,N/A
7/5/2021,2198.62,33764.3,N/A,N/A,N/A,N/A,N/A
7/6/2021,2321.84,34111.9,90.37,82.19,223.43,202.96,65.29
7/7/2021,2312.61,33878.5,90.57,82.23,222.36,203.54,65.5
7/8/2021,2116.94,32854.1,90.73,82.29,220.02,201.87,64.5
7/9/2021,2149.96,33824.2,90.43,82.23,224.65,204.03,65.61
7/10/2021,2110.03,33515.3,N/A,N/A,N/A,N/A,N/A
7/11/2021,2140.82,34259.2,N/A,N/A,N/A,N/A,N/A
7/12/2021,2031.96,33091.1,90.34,82.18,225.03,204.68,65.75
7/13/2021,1932.37,32577.5,90.1,82.11,221.33,203.88,65.56
7/14/2021,1994.11,32816.3,90.42,82.19,218.82,203.92,65.67
7/15/2021,1918.07,31868.6,90.62,82.21,217.74,203.3,65.33
7/16/2021,1876.99,31381.1,90.62,82.18,215.3,201.86,64.83
7/17/2021,1902.57,31576.2,N/A,N/A,N/A,N/A,N/A
7/18/2021,1891.46,31788.2,N/A,N/A,N/A,N/A,N/A
7/19/2021,1818.45,30842,91.15,82.3,211.9,199.12,63.73
7/20/2021,1786.46,29789.9,91.07,82.32,217.83,202.04,64.1
7/21/2021,1994.29,32135.1,90.76,82.29,221.04,203.69,64.92
7/22/2021,2022.89,32290.3,90.96,82.33,218.8,204.2,65
7/23/2021,2125.75,33521.4,90.9,82.33,220.18,206.36,65.07
7/24/2021,2186.25,34252.6,N/A,N/A,N/A,N/A,N/A
7/25/2021,2190.73,35428.2,N/A,N/A,N/A,N/A,N/A
7/26/2021,2228.26,37262.7,90.85,82.33,220.64,206.83,64.8
7/27/2021,2294.17,39488.7,91.07,82.35,219,205.76,64.23
7/28/2021,2299.27,40035.1,91.17,82.39,220.98,205.83,64.92
7/29/2021,2380.69,40033.5,90.98,82.35,222.78,206.61,65.32
7/30/2021,2468.77,42137.4,91.12,82.39,221.95,205.48,64.94
7/31/2021,2540.12,41697.2,N/A,N/A,N/A,N/A,N/A
8/1/2021,2569.57,39865.4,N/A,N/A,N/A,N/A,N/A
8/2/2021,2608.12,39149.5,91.29,82.38,221.06,204.99,65.21
8/3/2021,2508.31,38191.4,91.32,82.4,222.31,206.66,65.64
8/4/2021,2725.87,39729.5,91.25,82.35,220.17,205.76,65.58
8/5/2021,2825.27,40888.7,90.99,82.26,222.92,207.16,65.77
8/6/2021,2893.32,42869.5,90.57,82.18,223.58,207.35,65.46
8/7/2021,3168.69,44699.6,N/A,N/A,N/A,N/A,N/A
8/8/2021,3014.13,43765.1,N/A,N/A,N/A,N/A,N/A
8/9/2021,3162.34,46339.9,90.39,82.13,222.62,207.31,65.47
8/10/2021,3141.32,45586.5,90.24,82.07,223.12,207.29,65.59
8/11/2021,3163.34,45553.4,90.35,82.13,224.66,207.72,65.99
8/12/2021,3047.21,44461.4,90.32,82.11,224.17,208.39,65.77
8/13/2021,3324.51,47837.4,90.66,82.17,223.32,208.76,65.99
8/14/2021,3269.24,47113.6,N/A,N/A,N/A,N/A,N/A
8/15/2021,3309.56,47050.2,N/A,N/A,N/A,N/A,N/A
8/16/2021,3149.28,45874.7,90.83,82.23,221.82,209.11,65.55
8/17/2021,3006.13,44671.5,90.74,82.19,218.99,207.77,64.75
8/18/2021,3029.84,44837.6,90.65,82.15,217.19,205.57,64.62
8/19/2021,3184.21,46765.8,90.81,82.15,215.1,205.77,63.86
8/20/2021,3286.58,49296.4,90.72,82.16,217.95,207.47,64.03
8/21/2021,3229.79,48990.9,N/A,N/A,N/A,N/A,N/A
8/22/2021,3244.01,49284.6,N/A,N/A,N/A,N/A,N/A
8/23/2021,3323.12,49506.5,90.81,82.18,220.91,209.34,64.72
8/24/2021,3168.32,47667.3,90.62,82.16,223.2,209.81,65.31
8/25/2021,3228.51,48987.3,90.4,82.14,224.45,210.25,65.37
8/26/2021,3110.39,47071.4,90.38,82.13,222.37,209.08,64.93
8/27/2021,3266.6,49077.5,90.66,82.21,227.33,210.87,65.64
8/28/2021,3242.47,48889.9,N/A,N/A,N/A,N/A,N/A
8/29/2021,3233.74,48919.3,N/A,N/A,N/A,N/A,N/A
8/30/2021,3229.01,46993.7,90.78,82.26,226.78,211.84,65.66
8/31/2021,3444.39,47261.2,90.74,82.26,226.31,211.49,65.89
9/1/2021,3817.15,48839.8,90.57,82.18,227.67,211.66,66.47
9/2/2021,3793.16,49338.3,90.68,82.19,229.42,212.27,66.65
9/3/2021,3940.06,50025,90.57,82.18,228.78,212.29,67
9/4/2021,3887.53,49960.7,N/A,N/A,N/A,N/A,N/A
9/5/2021,3951.43,51751.5,N/A,N/A,N/A,N/A,N/A
9/6/2021,3928.89,52656.2,N/A,N/A,N/A,N/A,N/A
9/7/2021,3436.96,46894.5,90.25,82.11,226.84,211.52,66.98
9/8/2021,3481.72,46073.5,90.45,82.14,225.24,211.1,66.3
9/9/2021,3419.93,46300,90.65,82.17,224.79,210.35,66.24
9/10/2021,3209.82,44851.4,90.5,82.15,222.74,208.73,66.12
9/11/2021,3266.97,45171.8,N/A,N/A,N/A,N/A,N/A
9/12/2021,3403.75,46016.1,N/A,N/A,N/A,N/A,N/A
9/13/2021,3291.77,45005.2,90.53,82.16,223.69,209.06,66.55
9/14/2021,3421.45,47039.2,90.75,82.18,221.56,207.94,66.21
9/15/2021,3615.13,48130.2,90.67,82.18,224.04,209.69,66.37
9/16/2021,3568.62,47801.5,90.45,82.13,223.99,209.48,66.05
9/17/2021,3397.24,47235,90.28,82.09,223.08,207.63,65.34
9/18/2021,3429.25,48213.7,N/A,N/A,N/A,N/A,N/A
9/19/2021,3323,47255.9,N/A,N/A,N/A,N/A,N/A
9/20/2021,2977.31,43012.9,90.54,82.13,219.07,203.96,63.62
9/21/2021,2759.55,40683,90.52,82.15,218.96,204.04,64.19
9/22/2021,3078.72,43575.1,90.55,82.06,222.17,205.9,64.7
9/23/2021,3153.49,44879.6,90.04,82,225.62,208.38,65.35
9/24/2021,2930.61,42840.7,89.87,81.95,224.36,208.02,64.73
9/25/2021,2924.53,42705.5,N/A,N/A,N/A,N/A,N/A
9/26/2021,3064.64,43228.5,N/A,N/A,N/A,N/A,N/A
9/27/2021,2927.15,42171.7,89.7,81.93,226.26,207.33,64.83
9/28/2021,2807.19,41049,89.41,81.9,222.03,202.88,63.58
9/29/2021,2848.28,41522.1,89.42,81.94,221.84,203.08,63.31
9/30/2021,3000.45,43824.4,89.44,81.94,218.67,200.92,63.26
10/1/2021,3306.19,48159.5,89.66,81.98,222.08,203.23,63.44
10/2/2021,3387.63,47662.4,N/A,N/A,N/A,N/A,N/A
10/3/2021,3419.25,48174.3,N/A,N/A,N/A,N/A,N/A
10/4/2021,3384.51,49178.3,89.59,81.93,220.33,200.26,62.78
10/5/2021,3515.3,51487.9,89.4,81.88,220.93,202.52,63.16
10/6/2021,3575.85,55344.5,89.37,81.86,220.59,203.54,62.79
10/7/2021,3588.51,53775,89.07,81.81,223.57,205.36,63.51
10/8/2021,3563.84,53963.8,88.89,81.76,222.26,204.86,63.59
10/9/2021,3575.83,55074.1,N/A,N/A,N/A,N/A,N/A
10/10/2021,3415.51,54690.5,N/A,N/A,N/A,N/A,N/A
10/11/2021,3542.37,57487.4,88.69,81.66,221.13,203.39,63.4
10/12/2021,3490.61,56007.4,88.99,81.72,222.2,203.09,63.36
10/13/2021,3597.42,57376.6,89.1,81.69,223.25,203.99,64.08
10/14/2021,3791.85,57359.5,89.3,81.72,226.98,207.5,64.62
10/15/2021,3868.44,61691.2,88.98,81.62,226.66,209.04,65.18
10/16/2021,3832.25,60883.8,N/A,N/A,N/A,N/A,N/A
10/17/2021,3847.18,61571.8,N/A,N/A,N/A,N/A,N/A
10/18/2021,3742.11,61986.7,88.81,81.52,227.01,209.81,64.98
10/19/2021,3876.6,64300,88.58,81.55,227.88,211.35,65.5
10/20/2021,4160.43,66017.7,88.55,81.57,229.52,212.19,65.67
10/21/2021,4053.9,62210.8,88.34,81.4,230.17,212.86,65.28
10/22/2021,3972.3,60687.6,88.48,81.41,230.18,212.39,65.48
10/23/2021,4165.6,61284.9,N/A,N/A,N/A,N/A,N/A
10/24/2021,4082.64,60838.8,N/A,N/A,N/A,N/A,N/A
10/25/2021,4216.2,62996.6,88.6,81.5,231.83,213.53,65.55
10/26/2021,4131.47,60437.1,88.72,81.46,230.18,213.72,65.5
10/27/2021,3925.44,58455.4,88.99,81.48,226.09,212.42,65.15
10/28/2021,4288.26,60608.1,88.85,81.46,229.91,214.63,65.63
10/29/2021,4415.04,62258,88.84,81.44,229.49,215.1,65.08
10/30/2021,4325.43,61892.4,N/A,N/A,N/A,N/A,N/A
10/31/2021,4292.06,61343.6,N/A,N/A,N/A,N/A,N/A
